,,,,,,,,,,,
,Month 1 (Oct 2026),W4,2026-10-30,the good of ai,AI & Automation,Informational,blog/10-benefits-of-artificial-intelligence-essay,50,Low,Amar,Scheduled
,Month 2 (Nov 2026),W1,2026-11-02,how does artificial intelligence help humans,AI & Automation,Informational,blog/10-benefits-of-artificial-intelligence-essay,50,Low,Sonali,Scheduled
,Month 2 (Nov 2026),W1,2026-11-03,what are the good things about artificial intelligence,AI & Automation,Informational,blog/10-benefits-of-artificial-intelligence-essay,40,Low,Amar,Scheduled
,Month 2 (Nov 2026),W1,2026-11-04,the positives of ai,AI & Automation,Informational,blog/10-benefits-of-artificial-intelligence-essay,40,Low,Kraviona,Scheduled
,Month 2 (Nov 2026),W1,2026-11-05,what is mern stack,MERN Stack,Informational,services/mern-stack-development-,"6,600",High,Amar,Scheduled
,Month 2 (Nov 2026),W2,2026-11-09,mern stack tutorial,MERN Stack,Informational,category/mern-stack-,"5,400",High,Sonali,Scheduled
,Month 2 (Nov 2026),W2,2026-11-10,how to learn mern stack,MERN Stack,Informational,category/mern-stack-,"2,400",High,Amar,Scheduled
,Month 2 (Nov 2026),W2,2026-11-11,mern stack vs mean stack,MERN Stack,Informational,blog-,"1,900",Medium,Sonali,Scheduled
,Month 2 (Nov 2026),W2,2026-11-12,what is mongodb express react node,MERN Stack,Informational,services/mern-stack-development-,"1,300",Medium,Amar,Scheduled
,Month 2 (Nov 2026),W3,2026-11-16,mern stack architecture explained,MERN Stack,Informational,blog-,880,Medium,Amar,Scheduled
,Month 2 (Nov 2026),W3,2026-11-17,mern stack project ideas,MERN Stack,Informational,blog-,"2,900",Medium,Sonali,Scheduled
,Month 2 (Nov 2026),W3,2026-11-18,mern stack roadmap,MERN Stack,Informational,blog-,"1,600",Medium,Amar,Scheduled
,Month 2 (Nov 2026),W3,2026-11-19,mern stack full form,MERN Stack,Informational,blog-,"1,000",Low,Kraviona,Scheduled
,Month 2 (Nov 2026),W4,2026-11-23,how mern stack works,MERN Stack,Informational,services/mern-stack-development-,720,Medium,Amar,Scheduled
,Month 2 (Nov 2026),W4,2026-11-24,next.js vs react,React & Next.js,Informational,mern-stack/next-js-vs-react-differences-,"9,900",High,Sonali,Scheduled
,Month 2 (Nov 2026),W4,2026-11-25,difference between next js and react,React & Next.js,Informational,mern-stack/next-js-vs-react-differences-,"4,400",High,Amar,Scheduled
,Month 2 (Nov 2026),W4,2026-11-26,when to use next.js vs react,React & Next.js,Informational,mern-stack/next-js-vs-react-differences-,"2,900",High,Sonali,Scheduled
,Month 2 (Nov 2026),W4,2026-11-27,next.js features explained,React & Next.js,Informational,blog-,"1,600",Medium,Amar,Scheduled
,Month 3 (Dec 2026),W1,2026-12-01,react ssr vs csr,React & Next.js,Informational,blog-,"1,300",Medium,Amar,Scheduled
,Month 3 (Dec 2026),W1,2026-12-02,what is server side rendering next.js,React & Next.js,Informational,blog-,"1,000",Medium,Sonali,Scheduled
,Month 3 (Dec 2026),W1,2026-12-03,what is technical seo,Technical SEO,Informational,services/technical-seo-,"8,100",High,Amar,Scheduled
,Month 3 (Dec 2026),W1,2026-12-04,technical seo checklist,Technical SEO,Informational,blog-,"6,600",High,Amar,Scheduled
,Month 3 (Dec 2026),W2,2026-12-07,how to improve core web vitals,Technical SEO,Informational,category/technical-seo-,"5,400",High,Sonali,Scheduled
,Month 3 (Dec 2026),W2,2026-12-08,what is core web vitals,Technical SEO,Informational,services/technical-seo-,"4,400",High,Amar,Scheduled
,Month 3 (Dec 2026),W2,2026-12-09,technical seo vs on page seo,Technical SEO,Informational,blog-,"2,400",Medium,Sonali,Scheduled
,Month 3 (Dec 2026),W2,2026-12-10,how to fix lcp issues,Technical SEO,Informational,category/technical-seo-,"1,900",High,Amar,Scheduled
,Month 3 (Dec 2026),W3,2026-12-14,structured data for seo,Technical SEO,Informational,blog-,"1,600",Medium,Sonali,Scheduled
,Month 3 (Dec 2026),W3,2026-12-15,what is schema markup,Technical SEO,Informational,blog-,"2,900",Medium,Amar,Scheduled
,Month 3 (Dec 2026),W3,2026-12-16,how to audit a website for seo,Technical SEO,Informational,blog-,"1,300",Medium,Kraviona,Scheduled
,Month 3 (Dec 2026),W3,2026-12-17,what is crawl budget seo,Technical SEO,Informational,blog-,880,Medium,Amar,Scheduled
,Month 3 (Dec 2026),W4,2026-12-21,how to improve website speed,Web Performance,Informational,services/web-performance-optimization-,"8,100",High,Sonali,Scheduled
,Month 3 (Dec 2026),W4,2026-12-22,what is lighthouse score,Web Performance,Informational,category/web-performance-,"3,600",High,Amar,Scheduled
,Month 3 (Dec 2026),W4,2026-12-23,how to score 100 on lighthouse,Web Performance,Informational,blog-,"2,400",High,Amar,Scheduled
,Month 3 (Dec 2026),W4,2026-12-24,web performance optimization techniques,Web Performance,Informational,services/web-performance-optimization-,"2,900",High,Sonali,Scheduled
,Month 3 (Dec 2026),W4,2026-12-28,how to reduce time to first byte,Web Performance,Informational,blog-,"1,600",Medium,Amar,Scheduled
,Month 4 (Jan 2027),W1,2027-01-04,what is cumulative layout shift,Web Performance,Informational,blog-,"1,300",Medium,Sonali,Scheduled
,Month 4 (Jan 2027),W1,2027-01-05,image optimization for web,Web Performance,Informational,blog-,"2,400",Medium,Amar,Scheduled
,Month 4 (Jan 2027),W1,2027-01-06,lazy loading images next.js,Web Performance,Informational,blog-,"1,000",Medium,Sonali,Scheduled
,Month 4 (Jan 2027),W1,2027-01-07,what is react.js used for,Node & Backend,Informational,services/react-development-,"6,600",High,Amar,Scheduled
,Month 4 (Jan 2027),W2,2027-01-11,react.js vs vue.js,Node & Backend,Informational,blog-,"4,400",High,Sonali,Scheduled
,Month 4 (Jan 2027),W2,2027-01-12,how does node.js work,Node & Backend,Informational,services/nodejs-development-,"5,400",High,Amar,Scheduled
,Month 4 (Jan 2027),W2,2027-01-13,node.js advantages and disadvantages,Node & Backend,Informational,blog-,"2,400",Medium,Sonali,Scheduled
,Month 4 (Jan 2027),W2,2027-01-14,what is express.js,Node & Backend,Informational,blog-,"3,600",High,Amar,Scheduled
,Month 4 (Jan 2027),W3,2027-01-18,react hooks explained,Node & Backend,Informational,blog-,"2,900",Medium,Amar,Scheduled
,Month 4 (Jan 2027),W3,2027-01-19,server side rendering vs client side rendering,Node & Backend,Informational,blog-,"2,400",Medium,Sonali,Scheduled
,Month 4 (Jan 2027),W3,2027-01-20,rest api vs graphql,Node & Backend,Informational,services/api-development-,"2,900",Medium,Amar,Scheduled
,Month 4 (Jan 2027),W3,2027-01-21,what is ai automation,AI & Automation,Informational,services/ai-automation-,"4,400",High,Kraviona,Scheduled
,Month 4 (Jan 2027),W4,2027-01-25,benefits of artificial intelligence in business,AI & Automation,Informational,ai-and-automation/benefits-of-artificial-intelligence-in-business-,"3,600",High,Sonali,Scheduled
,Month 4 (Jan 2027),W4,2027-01-26,how does ai automation work,AI & Automation,Informational,services/ai-automation-,"2,400",High,Amar,Scheduled
,Month 4 (Jan 2027),W4,2027-01-27,what is an ai chatbot,AI & Automation,Informational,services/ai-chatbot-development-,"5,400",High,Kraviona,Scheduled
,Month 4 (Jan 2027),W4,2027-01-28,how to build ai chatbot,AI & Automation,Informational,blog-,"3,600",High,Amar,Scheduled
,Month 4 (Jan 2027),W4,2027-01-29,llm integration in web apps,AI & Automation,Informational,blog-,"1,600",Medium,Sonali,Scheduled
,Month 5 (Feb 2027),W1,2027-02-01,ai in business 2026,AI & Automation,Informational,ai-and-automation/benefits-of-artificial-intelligence-in-business-,"2,900",High,Kraviona,Scheduled
,Month 5 (Feb 2027),W1,2027-02-02,what is workflow automation,AI & Automation,Informational,services/ai-automation-,"2,400",Medium,Sonali,Scheduled
,Month 5 (Feb 2027),W1,2027-02-03,how to choose the right tech stack,Full Stack & Database,Informational,mern-stack/how-to-choose-the-right-tech-stack-for-your-business-2026-,"2,900",High,Amar,Scheduled
,Month 5 (Feb 2027),W1,2027-02-04,what is full stack development,Full Stack & Database,Informational,services/full-stack-development-,"8,100",High,Sonali,Scheduled
,Month 5 (Feb 2027),W2,2027-02-08,full stack developer roadmap 2026,Full Stack & Database,Informational,blog-,"4,400",High,Amar,Scheduled
,Month 5 (Feb 2027),W2,2027-02-09,javascript full stack development,Full Stack & Database,Informational,services/full-stack-development-,"2,400",Medium,Amar,Scheduled
,Month 5 (Feb 2027),W2,2027-02-10,what is saas development,Full Stack & Database,Informational,services/saas-development-,"3,600",High,Sonali,Scheduled
,Month 5 (Feb 2027),W2,2027-02-11,how saas applications are built,Full Stack & Database,Informational,blog-,"1,900",Medium,Kraviona,Scheduled
,Month 5 (Feb 2027),W3,2027-02-15,mongodb vs postgresql,Full Stack & Database,Informational,blog-,"4,400",High,Sonali,Scheduled
,Month 5 (Feb 2027),W3,2027-02-16,what is database architecture,Full Stack & Database,Informational,services/database-architecture-,"2,400",Medium,Amar,Scheduled
,Month 5 (Feb 2027),W3,2027-02-17,how to design a restful api,Full Stack & Database,Informational,services/api-development-,"2,900",Medium,Amar,Scheduled
,Month 5 (Feb 2027),W3,2027-02-18,node.js api performance optimization,Full Stack & Database,Informational,blog-,"1,300",Medium,Sonali,Scheduled
,Month 5 (Feb 2027),W4,2027-02-22,mongoose vs mongodb native driver,Full Stack & Database,Informational,blog-,880,Low,Amar,Scheduled
,Month 5 (Feb 2027),W4,2027-02-23,what is ecommerce development,Digital Marketing & Ecommerce,Informational,services/ecommerce-development-marketing-,"4,400",High,Kraviona,Scheduled
,Month 5 (Feb 2027),W4,2027-02-24,how to sell on amazon india,Digital Marketing & Ecommerce,Informational,services/account-management-,"8,100",High,Kraviona,Scheduled
,Month 5 (Feb 2027),W4,2027-02-25,what is digital marketing,Digital Marketing & Ecommerce,Informational,services/digital-marketing-,"18,100",High,Amar,Scheduled
,Month 6 (Mar 2027),W1,2027-03-01,digital marketing strategies for startups,Digital Marketing & Ecommerce,Informational,blog-,"2,900",Medium,Kraviona,Scheduled
,Month 6 (Mar 2027),W1,2027-03-02,how does email marketing work,Digital Marketing & Ecommerce,Informational,services/email-marketing-,"2,900",Medium,Sonali,Scheduled
,Month 6 (Mar 2027),W1,2027-03-03,social media marketing tips for small businesses,Digital Marketing & Ecommerce,Informational,services/social-media-marketing-,"2,400",Medium,Sonali,Scheduled
,Month 6 (Mar 2027),W1,2027-03-04,what is ui ux design,UI/UX Design,Informational,services/ui-ux-design-,"6,600",High,Sonali,Scheduled
,Month 6 (Mar 2027),W2,2027-03-08,difference between ui and ux,UI/UX Design,Informational,blog-,"5,400",High,Sonali,Scheduled
,Month 6 (Mar 2027),W2,2027-03-09,how to design a mobile first website,UI/UX Design,Informational,blog-,"2,400",Medium,Amar,Scheduled
,Month 6 (Mar 2027),W2,2027-03-10,website wireframe explained,UI/UX Design,Informational,blog-,"1,600",Medium,Sonali,Scheduled
,Month 6 (Mar 2027),W2,2027-03-11,what is account management in ecommerce,Ecommerce & Branding,Informational,services/account-management-,"2,400",Medium,Kraviona,Scheduled
,Month 6 (Mar 2027),W3,2027-03-15,how to catalogue products on amazon,Ecommerce & Branding,Informational,services/cataloging-,"1,900",Medium,Kraviona,Scheduled
,Month 6 (Mar 2027),W3,2027-03-16,how to run amazon ppc campaigns,Ecommerce & Branding,Informational,services/advertising-,"2,900",Medium,Kraviona,Scheduled
,Month 6 (Mar 2027),W3,2027-03-17,what is brand identity design,Ecommerce & Branding,Informational,services/brand-identity-,"2,400",Medium,Sonali,Scheduled
,Month 6 (Mar 2027),W3,2027-03-18,web development company delhi,Agency & Local SEO,Informational,about-,"2,900",High,Kraviona,Scheduled
,Month 6 (Mar 2027),W4,2027-03-22,mern stack development company india,Agency & Local SEO,Informational,services/mern-stack-development-,"1,600",High,Amar,Scheduled
,Month 6 (Mar 2027),W4,2027-03-23,technical seo agency delhi ncr,Agency & Local SEO,Informational,services/technical-seo-,"1,300",High,Amar,Scheduled
,Month 6 (Mar 2027),W4,2027-03-24,how to choose a web development company,Agency & Local SEO,Informational,blog-,"2,400",High,Sonali,Scheduled
,Month 6 (Mar 2027),W4,2027-03-25,kraviona tech solutions,Agency & Local SEO,Informational,about-,320,High,Kraviona,Scheduled
